"Name","season","seasonName","order","Week","Odds"
"Kelley Wentworth",29,"Survivor 29: San Juan del Sur - Blood vs Water II",14,7,NA
"Drew Christy",29,"Survivor 29: San Juan del Sur - Blood vs Water II",15,7,NA
"John Rocker",29,"Survivor 29: San Juan del Sur - Blood vs Water II",16,7,NA
"Val Collins",29,"Survivor 29: San Juan del Sur - Blood vs Water II",17,7,NA
"Nadiya Anderson",29,"Survivor 29: San Juan del Sur - Blood vs Water II",18,7,NA
"Natalie Anderson",29,"Survivor 29: San Juan del Sur - Blood vs Water II",1,8,0.0713025078842703
"Jaclyn Schultz",29,"Survivor 29: San Juan del Sur - Blood vs Water II",2,8,0.0453328494844174
"Missy Payne",29,"Survivor 29: San Juan del Sur - Blood vs Water II",3,8,0.072813131302075
"Keith Nale",29,"Survivor 29: San Juan del Sur - Blood vs Water II",4,8,0.123735936498375
"Baylor Wilson",29,"Survivor 29: San Juan del Sur - Blood vs Water II",5,8,0.029794363502996
"Jon Misch",29,"Survivor 29: San Juan del Sur - Blood vs Water II",6,8,0.113145568124212
"Alec Christy",29,"Survivor 29: San Juan del Sur - Blood vs Water II",7,8,0.0292422897521595
"Reed Kelly",29,"Survivor 29: San Juan del Sur - Blood vs Water II",8,8,0.0289327155833596
"Wes Nale",29,"Survivor 29: San Juan del Sur - Blood vs Water II",9,8,0.0977442685787055
"Jeremy Collins",29,"Survivor 29: San Juan del Sur - Blood vs Water II",10,8,0.201874413046104
"Josh Canfield",29,"Survivor 29: San Juan del Sur - Blood vs Water II",11,8,0.186081956243325
"Julie McGee",29,"Survivor 29: San Juan del Sur - Blood vs Water II",12,8,NA
"Dale Wentworth",29,"Survivor 29: San Juan del Sur - Blood vs Water II",13,8,NA
"Kelley Wentworth",29,"Survivor 29: San Juan del Sur - Blood vs Water II",14,8,NA
"Drew Christy",29,"Survivor 29: San Juan del Sur - Blood vs Water II",15,8,NA
"John Rocker",29,"Survivor 29: San Juan del Sur - Blood vs Water II",16,8,NA
"Val Collins",29,"Survivor 29: San Juan del Sur - Blood vs Water II",17,8,NA
"Nadiya Anderson",29,"Survivor 29: San Juan del Sur - Blood vs Water II",18,8,NA
"Natalie Anderson",29,"Survivor 29: San Juan del Sur - Blood vs Water II",1,9,0.0228790077012715
"Jaclyn Schultz",29,"Survivor 29: San Juan del Sur - Blood vs Water II",2,9,0.0636952405743491
"Missy Payne",29,"Survivor 29: San Juan del Sur - Blood vs Water II",3,9,0.0766160159763406
"Keith Nale",29,"Survivor 29: San Juan del Sur - Blood vs Water II",4,9,0.107617605459188
"Baylor Wilson",29,"Survivor 29: San Juan del Sur - Blood vs Water II",5,9,0.0584662781347162
"Jon Misch",29,"Survivor 29: San Juan del Sur - Blood vs Water II",6,9,0.188311568697482
"Alec Christy",29,"Survivor 29: San Juan del Sur - Blood vs Water II",7,9,0.0316207486380237
"Reed Kelly",29,"Survivor 29: San Juan del Sur - Blood vs Water II",8,9,0.0246262074472047
"Wes Nale",29,"Survivor 29: San Juan del Sur - Blood vs Water II",9,9,0.0775028263268329
"Jeremy Collins",29,"Survivor 29: San Juan del Sur - Blood vs Water II",10,9,0.348664501044591
"Josh Canfield",29,"Survivor 29: San Juan del Sur - Blood vs Water II",11,9,NA
"Julie McGee",29,"Survivor 29: San Juan del Sur - Blood vs Water II",12,9,NA
"Dale Wentworth",29,"Survivor 29: San Juan del Sur - Blood vs Water II",13,9,NA
"Kelley Wentworth",29,"Survivor 29: San Juan del Sur - Blood vs Water II",14,9,NA
"Drew Christy",29,"Survivor 29: San Juan del Sur - Blood vs Water II",15,9,NA
"John Rocker",29,"Survivor 29: San Juan del Sur - Blood vs Water II",16,9,NA
"Val Collins",29,"Survivor 29: San Juan del Sur - Blood vs Water II",17,9,NA
"Nadiya Anderson",29,"Survivor 29: San Juan del Sur - Blood vs Water II",18,9,NA
"Natalie Anderson",29,"Survivor 29: San Juan del Sur - Blood vs Water II",1,10,0.0628025510540795
"Jaclyn Schultz",29,"Survivor 29: San Juan del Sur - Blood vs Water II",2,10,0.0643521249385426
"Missy Payne",29,"Survivor 29: San Juan del Sur - Blood vs Water II",3,10,0.0496674608190103
"Keith Nale",29,"Survivor 29: San Juan del Sur - Blood vs Water II",4,10,0.0716176176712518
"Baylor Wilson",29,"Survivor 29: San Juan del Sur - Blood vs Water II",5,10,0.148552735724935
"Jon Misch",29,"Survivor 29: San Juan del Sur - Blood vs Water II",6,10,0.427090358147796
"Alec Christy",29,"Survivor 29: San Juan del Sur - Blood vs Water II",7,10,0.0277044970137424
"Reed Kelly",29,"Survivor 29: San Juan del Sur - Blood vs Water II",8,10,0.0420248902141698
"Wes Nale",29,"Survivor 29: San Juan del Sur - Blood vs Water II",9,10,0.106187764416473
"Jeremy Collins",29,"Survivor 29: San Juan del Sur - Blood vs Water II",10,10,NA
"Josh Canfield",29,"Survivor 29: San Juan del Sur - Blood vs Water II",11,10,NA
"Julie McGee",29,"Survivor 29: San Juan del Sur - Blood vs Water II",12,10,NA
"Dale Wentworth",29,"Survivor 29: San Juan del Sur - Blood vs Water II",13,10,NA
"Kelley Wentworth",29,"Survivor 29: San Juan del Sur - Blood vs Water II",14,10,NA
"Drew Christy",29,"Survivor 29: San Juan del Sur - Blood vs Water II",15,10,NA
"John Rocker",29,"Survivor 29: San Juan del Sur - Blood vs Water II",16,10,NA
"Val Collins",29,"Survivor 29: San Juan del Sur - Blood vs Water II",17,10,NA
"Nadiya Anderson",29,"Survivor 29: San Juan del Sur - Blood vs Water II",18,10,NA
"Natalie Anderson",29,"Survivor 29: San Juan del Sur - Blood vs Water II",1,11,0.0734556724501834
"Jaclyn Schultz",29,"Survivor 29: San Juan del Sur - Blood vs Water II",2,11,0.132277877728676
"Missy Payne",29,"Survivor 29: San Juan del Sur - Blood vs Water II",3,11,0.146557108456601
"Keith Nale",29,"Survivor 29: San Juan del Sur - Blood vs Water II",4,11,0.0727562170354912
"Baylor Wilson",29,"Survivor 29: San Juan del Sur - Blood vs Water II",5,11,0.15658907378741
"Jon Misch",29,"Survivor 29: San Juan del Sur - Blood vs Water II",6,11,0.34714744863532
"Alec Christy",29,"Survivor 29: San Juan del Sur - Blood vs Water II",7,11,0.00315562219458323
"Reed Kelly",29,"Survivor 29: San Juan del Sur - Blood vs Water II",8,11,0.0680609797117345
"Wes Nale",29,"Survivor 29: San Juan del Sur - Blood vs Water II",9,11,NA
"Jeremy Collins",29,"Survivor 29: San Juan del Sur - Blood vs Water II",10,11,NA
"Josh Canfield",29,"Survivor 29: San Juan del Sur - Blood vs Water II",11,11,NA
"Julie McGee",29,"Survivor 29: San Juan del Sur - Blood vs Water II",12,11,NA
"Dale Wentworth",29,"Survivor 29: San Juan del Sur - Blood vs Water II",13,11,NA
"Kelley Wentworth",29,"Survivor 29: San Juan del Sur - Blood vs Water II",14,11,NA
"Drew Christy",29,"Survivor 29: San Juan del Sur - Blood vs Water II",15,11,NA
"John Rocker",29,"Survivor 29: San Juan del Sur - Blood vs Water II",16,11,NA
"Val Collins",29,"Survivor 29: San Juan del Sur - Blood vs Water II",17,11,NA
"Nadiya Anderson",29,"Survivor 29: San Juan del Sur - Blood vs Water II",18,11,NA
"Natalie Anderson",29,"Survivor 29: San Juan del Sur - Blood vs Water II",1,12,0.0892826997879311
"Jaclyn Schultz",29,"Survivor 29: San Juan del Sur - Blood vs Water II",2,12,0.098337972414405
"Missy Payne",29,"Survivor 29: San Juan del Sur - Blood vs Water II",3,12,0.167317433927319
"Keith Nale",29,"Survivor 29: San Juan del Sur - Blood vs Water II",4,12,0.12047442491348
"Baylor Wilson",29,"Survivor 29: San Juan del Sur - Blood vs Water II",5,12,0.160177697387035
"Jon Misch",29,"Survivor 29: San Juan del Sur - Blood vs Water II",6,12,0.362284074236802
"Alec Christy",29,"Survivor 29: San Juan del Sur - Blood vs Water II",7,12,0.00212569733302802
"Reed Kelly",29,"Survivor 29: San Juan del Sur - Blood vs Water II",8,12,NA
"Wes Nale",29,"Survivor 29: San Juan del Sur - Blood vs Water II",9,12,NA
"Jeremy Collins",29,"Survivor 29: San Juan del Sur - Blood vs Water II",10,12,NA
"Josh Canfield",29,"Survivor 29: San Juan del Sur - Blood vs Water II",11,12,NA
"Julie McGee",29,"Survivor 29: San Juan del Sur - Blood vs Water II",12,12,NA
"Dale Wentworth",29,"Survivor 29: San Juan del Sur - Blood vs Water II",13,12,NA
"Kelley Wentworth",29,"Survivor 29: San Juan del Sur - Blood vs Water II",14,12,NA
"Drew Christy",29,"Survivor 29: San Juan del Sur - Blood vs Water II",15,12,NA
"John Rocker",29,"Survivor 29: San Juan del Sur - Blood vs Water II",16,12,NA
"Val Collins",29,"Survivor 29: San Juan del Sur - Blood vs Water II",17,12,NA
"Nadiya Anderson",29,"Survivor 29: San Juan del Sur - Blood vs Water II",18,12,NA
"Natalie Anderson",29,"Survivor 29: San Juan del Sur - Blood vs Water II",1,13,0.102630490853928
"Jaclyn Schultz",29,"Survivor 29: San Juan del Sur - Blood vs Water II",2,13,0.121909934033961
"Missy Payne",29,"Survivor 29: San Juan del Sur - Blood vs Water II",3,13,0.138187458536798
"Keith Nale",29,"Survivor 29: San Juan del Sur - Blood vs Water II",4,13,0.172581175788987
"Baylor Wilson",29,"Survivor 29: San Juan del Sur - Blood vs Water II",5,13,0.129701589638369
"Jon Misch",29,"Survivor 29: San Juan del Sur - Blood vs Water II",6,13,0.334989351147957
"Alec Christy",29,"Survivor 29: San Juan del Sur - Blood vs Water II",7,13,NA
"Reed Kelly",29,"Survivor 29: San Juan del Sur - Blood vs Water II",8,13,NA
"Wes Nale",29,"Survivor 29: San Juan del Sur - Blood vs Water II",9,13,NA
"Jeremy Collins",29,"Survivor 29: San Juan del Sur - Blood vs Water II",10,13,NA
"Josh Canfield",29,"Survivor 29: San Juan del Sur - Blood vs Water II",11,13,NA
"Julie McGee",29,"Survivor 29: San Juan del Sur - Blood vs Water II",12,13,NA
"Dale Wentworth",29,"Survivor 29: San Juan del Sur - Blood vs Water II",13,13,NA
"Kelley Wentworth",29,"Survivor 29: San Juan del Sur - Blood vs Water II",14,13,NA
"Drew Christy",29,"Survivor 29: San Juan del Sur - Blood vs Water II",15,13,NA
"John Rocker",29,"Survivor 29: San Juan del Sur - Blood vs Water II",16,13,NA
"Val Collins",29,"Survivor 29: San Juan del Sur - Blood vs Water II",17,13,NA
"Nadiya Anderson",29,"Survivor 29: San Juan del Sur - Blood vs Water II",18,13,NA
"Natalie Anderson",29,"Survivor 29: San Juan del Sur - Blood vs Water II",1,14,0.186445339250905
"Jaclyn Schultz",29,"Survivor 29: San Juan del Sur - Blood vs Water II",2,14,0.0843852264274494
"Missy Payne",29,"Survivor 29: San Juan del Sur - Blood vs Water II",3,14,0.280619733239261
"Keith Nale",29,"Survivor 29: San Juan del Sur - Blood vs Water II",4,14,0.319737779861669
"Baylor Wilson",29,"Survivor 29: San Juan del Sur - Blood vs Water II",5,14,0.128811921220716
"Jon Misch",29,"Survivor 29: San Juan del Sur - Blood vs Water II",6,14,NA
"Alec Christy",29,"Survivor 29: San Juan del Sur - Blood vs Water II",7,14,NA
"Reed Kelly",29,"Survivor 29: San Juan del Sur - Blood vs Water II",8,14,NA
"Wes Nale",29,"Survivor 29: San Juan del Sur - Blood vs Water II",9,14,NA
"Jeremy Collins",29,"Survivor 29: San Juan del Sur - Blood vs Water II",10,14,NA
"Josh Canfield",29,"Survivor 29: San Juan del Sur - Blood vs Water II",11,14,NA
"Julie McGee",29,"Survivor 29: San Juan del Sur - Blood vs Water II",12,14,NA
"Dale Wentworth",29,"Survivor 29: San Juan del Sur - Blood vs Water II",13,14,NA
"Kelley Wentworth",29,"Survivor 29: San Juan del Sur - Blood vs Water II",14,14,NA
"Drew Christy",29,"Survivor 29: San Juan del Sur - Blood vs Water II",15,14,NA
"John Rocker",29,"Survivor 29: San Juan del Sur - Blood vs Water II",16,14,NA
"Val Collins",29,"Survivor 29: San Juan del Sur - Blood vs Water II",17,14,NA
"Nadiya Anderson",29,"Survivor 29: San Juan del Sur - Blood vs Water II",18,14,NA
"Mike Holloway",30,"Survivor 30: Worlds Apart",1,2,0.108296389802574
"Will Sims II",30,"Survivor 30: Worlds Apart",2,2,0.027710637885225
"Carolyn Rivera",30,"Survivor 30: Worlds Apart",3,2,0.0776752304749763
"Rodney Lavoie Jr.",30,"Survivor 30: Worlds Apart",4,2,0.225626135114522
"Sierra Thomas",30,"Survivor 30: Worlds Apart",5,2,0.0498533055854292
"Dan Foley",30,"Survivor 30: Worlds Apart",6,2,0.0187184802806955
"Tyler Fredrickson",30,"Survivor 30: Worlds Apart",7,2,0.0267967077042167
"Shirin Oskooi",30,"Survivor 30: Worlds Apart",8,2,0.0505972169615285
"Jenn Brown",30,"Survivor 30: Worlds Apart",9,2,0.0326463321393413
"Joe Anglim",30,"Survivor 30: Worlds Apart",10,2,0.108296389802574
"Hali Ford",30,"Survivor 30: Worlds Apart",11,2,0.0498533055854292
"Kelly Remington",30,"Survivor 30: Worlds Apart",12,2,0.0550813212997702
"Joaquin Souberbielle",30,"Survivor 30: Worlds Apart",13,2,0.0161263817332044
"Max Dawson",30,"Survivor 30: Worlds Apart",14,2,0.0267967077042167
"Lindsey Cascaddan",30,"Survivor 30: Worlds Apart",15,2,0.0505972169615285
"Nina Poersch",30,"Survivor 30: Worlds Apart",16,2,0.0550813212997702
"Vince Sly",30,"Survivor 30: Worlds Apart",17,2,0.0202469196649978
"So Kim",30,"Survivor 30: Worlds Apart",18,2,NA
"Mike Holloway",30,"Survivor 30: Worlds Apart",1,3,0.0886746260734658
"Will Sims II",30,"Survivor 30: Worlds Apart",2,3,0.0393461619126573
"Carolyn Rivera",30,"Survivor 30: Worlds Apart",3,3,0.0667361069060594
"Rodney Lavoie Jr.",30,"Survivor 30: Worlds Apart",4,3,0.140833284434905
"Sierra Thomas",30,"Survivor 30: Worlds Apart",5,3,0.0230505482543972
"Dan Foley",30,"Survivor 30: Worlds Apart",6,3,0.0239333904423274
"Tyler Fredrickson",30,"Survivor 30: Worlds Apart",7,3,0.0300466963101479
"Shirin Oskooi",30,"Survivor 30: Worlds Apart",8,3,0.107570940296723
"Jenn Brown",30,"Survivor 30: Worlds Apart",9,3,0.0510872792709788
"Joe Anglim",30,"Survivor 30: Worlds Apart",10,3,0.0874246129883639
"Hali Ford",30,"Survivor 30: Worlds Apart",11,3,0.0643761871207054
"Kelly Remington",30,"Survivor 30: Worlds Apart",12,3,0.0744914427254626
"Joaquin Souberbielle",30,"Survivor 30: Worlds Apart",13,3,0.0528259781217482
"Max Dawson",30,"Survivor 30: Worlds Apart",14,3,0.0243965836273906
"Lindsey Cascaddan",30,"Survivor 30: Worlds Apart",15,3,0.107570940296723
"Nina Poersch",30,"Survivor 30: Worlds Apart",16,3,0.017635221217944
"Vince Sly",30,"Survivor 30: Worlds Apart",17,3,NA
"So Kim",30,"Survivor 30: Worlds Apart",18,3,NA
"Mike Holloway",30,"Survivor 30: Worlds Apart",1,4,0.0988841000451306
"Will Sims II",30,"Survivor 30: Worlds Apart",2,4,0.0522359178032281
"Carolyn Rivera",30,"Survivor 30: Worlds Apart",3,4,0.0574638527738636
"Rodney Lavoie Jr.",30,"Survivor 30: Worlds Apart",4,4,0.0523749133381116
"Sierra Thomas",30,"Survivor 30: Worlds Apart",5,4,0.0257973097498764
"Dan Foley",30,"Survivor 30: Worlds Apart",6,4,0.0557278890966326
"Tyler Fredrickson",30,"Survivor 30: Worlds Apart",7,4,0.160955253326683
"Shirin Oskooi",30,"Survivor 30: Worlds Apart",8,4,0.10608120500379
"Jenn Brown",30,"Survivor 30: Worlds Apart",9,4,0.0436840089561158
"Joe Anglim",30,"Survivor 30: Worlds Apart",10,4,0.0585980608756364
"Hali Ford",30,"Survivor 30: Worlds Apart",11,4,0.0656088820714731
"Kelly Remington",30,"Survivor 30: Worlds Apart",12,4,0.0257702809688393
"Joaquin Souberbielle",30,"Survivor 30: Worlds Apart",13,4,0.0938124277424189
"Max Dawson",30,"Survivor 30: Worlds Apart",14,4,0.0274751535604551
"Lindsey Cascaddan",30,"Survivor 30: Worlds Apart",15,4,0.0755307446877455
"Nina Poersch",30,"Survivor 30: Worlds Apart",16,4,NA
"Vince Sly",30,"Survivor 30: Worlds Apart",17,4,NA
"So Kim",30,"Survivor 30: Worlds Apart",18,4,NA
"Mike Holloway",30,"Survivor 30: Worlds Apart",1,5,0.162708659432746
"Will Sims II",30,"Survivor 30: Worlds Apart",2,5,0.100034282106201
"Carolyn Rivera",30,"Survivor 30: Worlds Apart",3,5,0.0752065433520895
"Rodney Lavoie Jr.",30,"Survivor 30: Worlds Apart",4,5,0.0191938563220004
"Sierra Thomas",30,"Survivor 30: Worlds Apart",5,5,0.0190306531961808
"Dan Foley",30,"Survivor 30: Worlds Apart",6,5,0.0551383755597382
"Tyler Fredrickson",30,"Survivor 30: Worlds Apart",7,5,0.0721586824082273
"Shirin Oskooi",30,"Survivor 30: Worlds Apart",8,5,0.0732711734555591
"Jenn Brown",30,"Survivor 30: Worlds Apart",9,5,0.0527012772041682
"Joe Anglim",30,"Survivor 30: Worlds Apart",10,5,0.0327877912148564
"Hali Ford",30,"Survivor 30: Worlds Apart",11,5,0.120561228108379
"Kelly Remington",30,"Survivor 30: Worlds Apart",12,5,0.101025013213967
"Joaquin Souberbielle",30,"Survivor 30: Worlds Apart",13,5,0.0897050195120322
"Max Dawson",30,"Survivor 30: Worlds Apart",14,5,0.0264774449138557
"Lindsey Cascaddan",30,"Survivor 30: Worlds Apart",15,5,NA
"Nina Poersch",30,"Survivor 30: Worlds Apart",16,5,NA
"Vince Sly",30,"Survivor 30: Worlds Apart",17,5,NA
"So Kim",30,"Survivor 30: Worlds Apart",18,5,NA
"Mike Holloway",30,"Survivor 30: Worlds Apart",1,6,0.121821273867348
"Will Sims II",30,"Survivor 30: Worlds Apart",2,6,0.10649805521576
"Carolyn Rivera",30,"Survivor 30: Worlds Apart",3,6,0.052274995280039
"Rodney Lavoie Jr.",30,"Survivor 30: Worlds Apart",4,6,0.0212171458712442
"Sierra Thomas",30,"Survivor 30: Worlds Apart",5,6,0.0313031073022891
"Dan Foley",30,"Survivor 30: Worlds Apart",6,6,0.0266750624966036
"Tyler Fredrickson",30,"Survivor 30: Worlds Apart",7,6,0.167094737802665
"Shirin Oskooi",30,"Survivor 30: Worlds Apart",8,6,0.0321211502633468
"Jenn Brown",30,"Survivor 30: Worlds Apart",9,6,0.0552514747037192
"Joe Anglim",30,"Survivor 30: Worlds Apart",10,6,0.0396055141806562
"Hali Ford",30,"Survivor 30: Worlds Apart",11,6,0.139629918527185
"Kelly Remington",30,"Survivor 30: Worlds Apart",12,6,0.114558833514918
"Joaquin Souberbielle",30,"Survivor 30: Worlds Apart",13,6,0.0919487309742266
"Max Dawson",30,"Survivor 30: Worlds Apart",14,6,NA
"Lindsey Cascaddan",30,"Survivor 30: Worlds Apart",15,6,NA
"Nina Poersch",30,"Survivor 30: Worlds Apart",16,6,NA
"Vince Sly",30,"Survivor 30: Worlds Apart",17,6,NA
"So Kim",30,"Survivor 30: Worlds Apart",18,6,NA
"Mike Holloway",30,"Survivor 30: Worlds Apart",1,7,0.0749953504223962
"Will Sims II",30,"Survivor 30: Worlds Apart",2,7,0.179605715724321
"Carolyn Rivera",30,"Survivor 30: Worlds Apart",3,7,0.0675788500492238
"Rodney Lavoie Jr.",30,"Survivor 30: Worlds Apart",4,7,0.0218137471949726
"Sierra Thomas",30,"Survivor 30: Worlds Apart",5,7,0.025654820515261
"Dan Foley",30,"Survivor 30: Worlds Apart",6,7,0.0241390617225208
"Tyler Fredrickson",30,"Survivor 30: Worlds Apart",7,7,0.166713676037036
"Shirin Oskooi",30,"Survivor 30: Worlds Apart",8,7,0.0274671828686575
"Jenn Brown",30,"Survivor 30: Worlds Apart",9,7,0.0675889364155096
"Joe Anglim",30,"Survivor 30: Worlds Apart",10,7,0.0468834411858387
"Hali Ford",30,"Survivor 30: Worlds Apart",11,7,0.183214377225513
"Kelly Remington",30,"Survivor 30: Worlds Apart",12,7,0.114344840638749
"Joaquin Souberbielle",30,"Survivor 30: Worlds Apart",13,7,NA
"Max Dawson",30,"Survivor 30: Worlds Apart",14,7,NA
"Lindsey Cascaddan",30,"Survivor 30: Worlds Apart",15,7,NA
"Nina Poersch",30,"Survivor 30: Worlds Apart",16,7,NA
"Vince Sly",30,"Survivor 30: Worlds Apart",17,7,NA
"So Kim",30,"Survivor 30: Worlds Apart",18,7,NA
"Mike Holloway",30,"Survivor 30: Worlds Apart",1,8,0.0983760748005869
"Will Sims II",30,"Survivor 30: Worlds Apart",2,8,0.168834931011452
"Carolyn Rivera",30,"Survivor 30: Worlds Apart",3,8,0.137166545704128
"Rodney Lavoie Jr.",30,"Survivor 30: Worlds Apart",4,8,0.0399542318975329
"Sierra Thomas",30,"Survivor 30: Worlds Apart",5,8,0.0354051941719564
"Dan Foley",30,"Survivor 30: Worlds Apart",6,8,0.0335919066393355
"Tyler Fredrickson",30,"Survivor 30: Worlds Apart",7,8,0.148444910079548
"Shirin Oskooi",30,"Survivor 30: Worlds Apart",8,8,0.0382088421551629
"Jenn Brown",30,"Survivor 30: Worlds Apart",9,8,0.118709831468657
"Joe Anglim",30,"Survivor 30: Worlds Apart",10,8,0.0468132593158331
"Hali Ford",30,"Survivor 30: Worlds Apart",11,8,0.134494272755808
"Kelly Remington",30,"Survivor 30: Worlds Apart",12,8,NA
"Joaquin Souberbielle",30,"Survivor 30: Worlds Apart",13,8,NA
"Max Dawson",30,"Survivor 30: Worlds Apart",14,8,NA
"Lindsey Cascaddan",30,"Survivor 30: Worlds Apart",15,8,NA
"Nina Poersch",30,"Survivor 30: Worlds Apart",16,8,NA
"Vince Sly",30,"Survivor 30: Worlds Apart",17,8,NA
"So Kim",30,"Survivor 30: Worlds Apart",18,8,NA
"Mike Holloway",30,"Survivor 30: Worlds Apart",1,9,0.210543527566868
"Will Sims II",30,"Survivor 30: Worlds Apart",2,9,0.086115987251341
"Carolyn Rivera",30,"Survivor 30: Worlds Apart",3,9,0.093738754184253
"Rodney Lavoie Jr.",30,"Survivor 30: Worlds Apart",4,9,0.0777791957239611
"Sierra Thomas",30,"Survivor 30: Worlds Apart",5,9,0.0431134414380209
"Dan Foley",30,"Survivor 30: Worlds Apart",6,9,0.00771457454763146
"Tyler Fredrickson",30,"Survivor 30: Worlds Apart",7,9,0.269456052214593
"Shirin Oskooi",30,"Survivor 30: Worlds Apart",8,9,0.0250052218781282
"Jenn Brown",30,"Survivor 30: Worlds Apart",9,9,0.138867410565838
"Joe Anglim",30,"Survivor 30: Worlds Apart",10,9,0.0476658346293654
"Hali Ford",30,"Survivor 30: Worlds Apart",11,9,NA
"Kelly Remington",30,"Survivor 30: Worlds Apart",12,9,NA
"Joaquin Souberbielle",30,"Survivor 30: Worlds Apart",13,9,NA
"Max Dawson",30,"Survivor 30: Worlds Apart",14,9,NA
"Lindsey Cascaddan",30,"Survivor 30: Worlds Apart",15,9,NA
"Nina Poersch",30,"Survivor 30: Worlds Apart",16,9,NA
"Vince Sly",30,"Survivor 30: Worlds Apart",17,9,NA
"So Kim",30,"Survivor 30: Worlds Apart",18,9,NA
"Mike Holloway",30,"Survivor 30: Worlds Apart",1,10,0.364110895691796
"Will Sims II",30,"Survivor 30: Worlds Apart",2,10,0.112745216480998
"Carolyn Rivera",30,"Survivor 30: Worlds Apart",3,10,0.0472836837775917
"Rodney Lavoie Jr.",30,"Survivor 30: Worlds Apart",4,10,0.092708215024985
"Sierra Thomas",30,"Survivor 30: Worlds Apart",5,10,0.0183934061752923
"Dan Foley",30,"Survivor 30: Worlds Apart",6,10,0.00200597444960415
"Tyler Fredrickson",30,"Survivor 30: Worlds Apart",7,10,0.147400459139405
"Shirin Oskooi",30,"Survivor 30: Worlds Apart",8,10,0.0373457965082094
"Jenn Brown",30,"Survivor 30: Worlds Apart",9,10,0.178006352752119
"Joe Anglim",30,"Survivor 30: Worlds Apart",10,10,NA
"Hali Ford",30,"Survivor 30: Worlds Apart",11,10,NA
"Kelly Remington",30,"Survivor 30: Worlds Apart",12,10,NA
"Joaquin Souberbielle",30,"Survivor 30: Worlds Apart",13,10,NA
"Max Dawson",30,"Survivor 30: Worlds Apart",14,10,NA
"Lindsey Cascaddan",30,"Survivor 30: Worlds Apart",15,10,NA
"Nina Poersch",30,"Survivor 30: Worlds Apart",16,10,NA
"Vince Sly",30,"Survivor 30: Worlds Apart",17,10,NA
"So Kim",30,"Survivor 30: Worlds Apart",18,10,NA
"Mike Holloway",30,"Survivor 30: Worlds Apart",1,11,0.381175736156733
"Will Sims II",30,"Survivor 30: Worlds Apart",2,11,0.0349349426536925
"Carolyn Rivera",30,"Survivor 30: Worlds Apart",3,11,0.0566007441041365
"Rodney Lavoie Jr.",30,"Survivor 30: Worlds Apart",4,11,0.274761072761665
"Sierra Thomas",30,"Survivor 30: Worlds Apart",5,11,0.0122314623160202
"Dan Foley",30,"Survivor 30: Worlds Apart",6,11,0.0375276098991448
"Tyler Fredrickson",30,"Survivor 30: Worlds Apart",7,11,0.137711363275239
"Shirin Oskooi",30,"Survivor 30: Worlds Apart",8,11,0.0650570688333688
"Jenn Brown",30,"Survivor 30: Worlds Apart",9,11,NA
"Joe Anglim",30,"Survivor 30: Worlds Apart",10,11,NA
"Hali Ford",30,"Survivor 30: Worlds Apart",11,11,NA
"Kelly Remington",30,"Survivor 30: Worlds Apart",12,11,NA
"Joaquin Souberbielle",30,"Survivor 30: Worlds Apart",13,11,NA
"Max Dawson",30,"Survivor 30: Worlds Apart",14,11,NA
"Lindsey Cascaddan",30,"Survivor 30: Worlds Apart",15,11,NA
"Nina Poersch",30,"Survivor 30: Worlds Apart",16,11,NA
"Vince Sly",30,"Survivor 30: Worlds Apart",17,11,NA
"So Kim",30,"Survivor 30: Worlds Apart",18,11,NA
"Mike Holloway",30,"Survivor 30: Worlds Apart",1,12,0.485802059185023
"Will Sims II",30,"Survivor 30: Worlds Apart",2,12,0.0288776625405823
"Carolyn Rivera",30,"Survivor 30: Worlds Apart",3,12,0.0855543126397881
"Rodney Lavoie Jr.",30,"Survivor 30: Worlds Apart",4,12,0.241826031332488
"Sierra Thomas",30,"Survivor 30: Worlds Apart",5,12,0.0132433880402089
"Dan Foley",30,"Survivor 30: Worlds Apart",6,12,0.0873847135500468
"Tyler Fredrickson",30,"Survivor 30: Worlds Apart",7,12,0.0573118327118636
"Shirin Oskooi",30,"Survivor 30: Worlds Apart",8,12,NA
"Jenn Brown",30,"Survivor 30: Worlds Apart",9,12,NA
"Joe Anglim",30,"Survivor 30: Worlds Apart",10,12,NA
"Hali Ford",30,"Survivor 30: Worlds Apart",11,12,NA
"Kelly Remington",30,"Survivor 30: Worlds Apart",12,12,NA
"Joaquin Souberbielle",30,"Survivor 30: Worlds Apart",13,12,NA
"Max Dawson",30,"Survivor 30: Worlds Apart",14,12,NA
"Lindsey Cascaddan",30,"Survivor 30: Worlds Apart",15,12,NA
"Nina Poersch",30,"Survivor 30: Worlds Apart",16,12,NA
"Vince Sly",30,"Survivor 30: Worlds Apart",17,12,NA
"So Kim",30,"Survivor 30: Worlds Apart",18,12,NA
"Mike Holloway",30,"Survivor 30: Worlds Apart",1,13,0.520414068699823
"Will Sims II",30,"Survivor 30: Worlds Apart",2,13,0.0794406752608329
"Carolyn Rivera",30,"Survivor 30: Worlds Apart",3,13,0.0705699758531261
"Rodney Lavoie Jr.",30,"Survivor 30: Worlds Apart",4,13,0.19880904228775
"Sierra Thomas",30,"Survivor 30: Worlds Apart",5,13,0.0625531090504175
"Dan Foley",30,"Survivor 30: Worlds Apart",6,13,0.0682131288480508
